Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
3,239.128856,239.1288868310316,239.12888267055905,1339151.4,-9999,675513.5,22.11,-1,0.01739845265037341,0.9999450758742896,0,0.5999670455245737,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
6,242.176158,242.17619046554307,242.1761672165691,1924233.6,-9999,649650.3,32.52,-1,0.09600025568842076,0.9983291574134944,0,0.5989974944480967,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,N/A,-9999,-9999,-9999
10,243.171421,243.17145399938212,243.1714161887691,1761582,-9999,578871.6,29.48,-1,0.1554895457269941,0.995622723646518,0,0.5973736341879108,2,2,0.25,N2 O3,de-protonated,0,-9999,C12 H24 O3 N2,12,24,3,2,-9999,-9999,-9999,N/A,-9999,-9999,-9999
12,251.095796,251.09583324985752,251.09586846452908,1588139.1,-9999,702504.9,26.16,-1,-0.14024393061897247,0.996437562493532,0,0.5978625374961191,1,2,0.5,S1 O5,de-protonated,0,-9999,C10 H20 O5 S1,10,20,5,-9999,-9999,1,-9999,N/A,-9999,-9999,-9999
15,253.144539,253.14457734876208,253.14453273501908,3811432,-9999,574977.6,65.57,-1,0.17623822442427642,0.9943800710335012,0,0.5966280426201007,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
19,255.062226,255.0622653773708,255.06225966071912,4319626.5,-9999,719435.8,74.26,-1,0.02241276959023181,0.9999088566286416,0,0.599945313977185,6,1.2,0.6,N2 O6,de-protonated,0,-9999,C10 H12 O6 N2,10,12,6,2,-9999,-9999,-9999,N/A,-9999,-9999,-9999
24,255.232911,255.2329504689228,255.2329538181791,4119971.8,-9999,659433.2,70.74,-1,-0.0131223507063919,0.9999687557341456,0,0.59998125344048725,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
30,262.975966,262.97600962214176,262.9759678045391,1806311.9,-9999,774623.6,29.49,-1,0.1590168220058703,0.9954223346639658,0,0.5972534007983794,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,N/A,-9999,-9999,-9999
32,263.043965,263.04400865861504,263.0438466913691,1145712.9,-9999,485578,17.97,-1,0.6157423866612304,0.9335187629440144,0,0.5601112577664087,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,-9999,-9999,-9999
33,263.044477,263.04452065888967,263.04471607123907,1041328.9,-9999,501769.6,16.15,-1,-0.7428864275147464,0.9047126085675916,0,0.542827565140555,3,1.8888888888888888,0.1111111111111111,N2 S2 P1 O1,de-protonated,0,-9999,C9 H17 O1 N2 P1 S2,9,17,1,2,1,2,-9999,N/A,-9999,-9999,-9999
35,265.14733,265.14737478681775,265.1475239158191,2553091.5,-9999,701242.4,42.21,-1,-0.5624378426270941,0.9442174300324784,0,0.566530458019487,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999,-9999,-9999
36,265.147841,265.14788578709187,265.14790403833905,6197507.5,-9999,813377.7,105.31,-1,-0.06883421255013608,0.4995703192921197,0.8851212310995799,0.6537906840151038,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,-9999,-9999,-9999
38,265.180878,265.1809228048122,265.1809182443691,822855.8,-9999,550777.3,12.26,-1,0.01719747846443109,0.9999463373983852,0,0.5999678024390311,4,1.625,0.1875,O3,de-protonated,0,-9999,C16 H26 O3,16,26,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
39,267.196518,267.196563885961,267.19656830882906,875975.2,-9999,708091.7,13.17,-1,-0.01655286256689269,0.9999502847931148,0,0.5999701708758688,3,1.75,0.1875,O3,de-protonated,0,-9999,C16 H28 O3,16,28,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
40,269.13939800000003,269.13944492808275,269.1394473545891,1542774.6,-9999,707969.9,24.54,-1,-0.00901579595813838,0.9999852511290954,0,0.5999911506774572,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
43,269.212154,269.21220096710755,269.2122183732891,2027391.5,-9999,547182.1,32.88,-1,-0.06465598644304753,0.999241760141003,0,0.5995450560846017,2,1.875,0.1875,O3,de-protonated,0,-9999,C16 H30 O3,16,30,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
45,271.191444,271.1914920287589,271.19148292839907,1418477.1,-9999,848634.9,22.4,-1,0.03355695289665927,0.9997956971160163,0,0.5998774182696098,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
47,271.227849,271.2278970482858,271.2278684377491,844145.4,-9999,610670.8,12.53,-1,0.10548523954716538,0.997983032651417,0,0.5987898195908502,1,2,0.1875,O3,de-protonated,0,-9999,C16 H32 O3,16,32,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
52,277.059627,277.0596781763342,277.0594967558291,10476174,-9999,530834.5,176.91,-1,0.6548070260171932,0.9337298165177288,0.979789157617338,0.9521535529575724,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,N/A,-9999,-9999,-9999
53,277.060163,277.06021417662174,277.0603661356991,9467534,-9999,491073,159.68,-1,-0.54846919996652,0.9590316829061428,0.9289858004610588,0.9470133299281092,3,1.9,0.1,N2 S2 P1 O1,de-protonated,0,-9999,C10 H19 O1 N2 P1 S2,10,19,1,2,1,2,-9999,N/A,-9999,-9999,-9999
54,277.147369,277.1474202233973,277.1475239158191,1476759.9,-9999,709867.1,23.23,-1,-0.37414161344487057,0.97492031417619,0,0.5849521885057138,6,1.5333333333333334,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H23 O1 N2 P1,15,23,1,2,1,-9999,-9999,N/A,-9999,-9999,-9999
55,277.147855,277.14790622365797,277.14790403833905,3246232,-9999,558907.3,53.45,-1,0.0078850277694993,0.9999887187341728,0,0.5999932312405037,1,2,0.3076923076923077,S1 O4,de-protonated,0,-9999,C13 H26 O4 S1,13,26,4,-9999,-9999,1,-9999,N/A,-9999,-9999,-9999
58,277.155748,277.15579922789163,277.1557661243091,1397144.8,-9999,543999.2,21.87,-1,0.1194403530382893,0.9974148008137568,0,0.598448880488254,6,1.4666666666666666,0.2,N2 O3,de-protonated,0,-9999,C15 H22 O3 N2,15,22,3,2,-9999,-9999,-9999,N/A,-9999,-9999,-9999
60,277.180833,277.18088424134675,277.1809182443691,920603.6,-9999,668327.1,13.73,-1,-0.12267447034577124,0.9972730988289948,0,0.5983638592973968,5,1.5294117647058822,0.17647058823529413,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
