Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
0,229.162956,229.16300105749227,229.16316017962907,932254.2,-9999,702917.8,14.89,-1,-0.694361766885337,0.9162341227004114,0,0.5497404736202468,1,2,0.07692307692307693,S1 O1,de-protonated,0,-9999,C13 H26 O1 S1,13,26,1,-9999,-9999,1,-9999,-9999,-9999
3,243.178796,243.1788376736283,243.1788102440891,1268686.5,-9999,675494.8,20.54,-1,0.11279576181657142,0.997694112086703,0,0.5986164672520218,1,2,0.07142857142857142,S1 O1,de-protonated,0,-9999,C14 H28 O1 S1,14,28,1,-9999,-9999,1,-9999,-9999,-9999
7,245.089327,245.08936821236605,245.08914311446907,2319568.8,-9999,510910.6,39.19,-1,0.918432755227142,0.8580822130413744,0,0.5148493278248246,4,1.75,0.625,N4 O5,de-protonated,0,-9999,C8 H14 O5 N4,8,14,5,4,-9999,-9999,-9999,-9999,-9999
14,245.094732,245.09477321106112,245.0948196367491,2314769.5,-9999,505933.3,39.1,-1,-0.18941929510520872,0.993510827341156,0,0.5961064964046937,3,1.7272727272727273,0.3636363636363637,P1 O4,de-protonated,0,-9999,C11 H19 O4 P1,11,19,4,-9999,1,-9999,-9999,-9999,-9999
16,246.095573,246.0956139694267,246.0958088939891,1976248.8,-9999,431612.6,33.09,-1,-0.7920677856465163,0.8924045550237683,0,0.5354427330142609,7,1.2142857142857142,0.07142857142857142,N1 S1 O1,de-protonated,0,-9999,C14 H17 O1 N1 S1,14,17,1,1,-9999,1,-9999,-9999,-9999
20,251.08614,251.08617976454707,251.08597248575907,1289380.4,-9999,597110.5,20.7,-1,0.8255291442396794,0.8836829066352574,0,0.5302097439811544,6,1.3333333333333333,0.16666666666666666,N2 S1 O2,de-protonated,0,-9999,C12 H16 O2 N2 S1,12,16,2,2,-9999,1,-9999,-9999,-9999
23,255.069851,255.0698898027541,255.06965371603903,993995.3,-9999,841818.5,15.42,-1,0.9255774318697164,0.8560333655998497,0,0.5136200193599098,5,1.3333333333333333,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H16 O4 S1,12,16,4,-9999,-9999,1,-9999,-9999,-9999
32,259.108701,259.10873882764884,259.1088159309291,1064157056,-9999,681527.7,18533.28,-1,-0.2975710416674303,0.361406412194047,0.938041279794072,0.5920603592340571,8,1.1428571428571428,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H16 O3 N2,14,16,3,2,-9999,-9999,-9999,-9999,-9999
33,259.110569,259.11060682719784,259.11046970120907,38709140,-9999,498695.9,672.23,-1,0.529218247838611,0.9517021047913008,0.982642541854344,0.964078279616518,3,1.75,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H21 O4 P1,12,21,4,-9999,1,-9999,-9999,-9999,-9999
42,260.108019,260.10805658638213,260.10808765512905,9719839,-9999,487979.4,167.3,-1,-0.1194455243626652,0.4987072886197376,0.8370420509349343,0.6340411935458163,12,0.8333333333333334,0.05555555555555555,N1 O1,de-protonated,0,-9999,C18 H15 O1 N1,18,15,1,1,-9999,-9999,-9999,-9999,-9999
